# Source VNA	Temp 100.0 mK	PDUT -83.0 dBm
# BW 1000 Hz	Points 20001
# LER1942
# PVNA -40 dB	RTAtt -1.0 dB	OutAtt -42 dB
# LNA 35 dB	RTA None dB
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# BBCON not used
#
        Freq(Hz)	          I(S21)	          Q(S21)
1.941562600e+09	1.569963775e-01	1.534074616e-01
1.941562750e+09	1.560009035e-01	1.538638501e-01
1.941562900e+09	1.562188917e-01	1.511497856e-01
1.941563050e+09	1.571550295e-01	1.556086930e-01
1.941563200e+09	1.570154345e-01	1.545826187e-01
1.941563350e+09	1.553837567e-01	1.526995904e-01
1.941563500e+09	1.555810764e-01	1.528109370e-01
1.941563650e+09	1.552070456e-01	1.526650350e-01
1.941563800e+09	1.549105784e-01	1.537429507e-01
1.941563950e+09	1.567405136e-01	1.534082933e-01
1.941564100e+09	1.566816464e-01	1.538386950e-01
1.941564250e+09	1.565000898e-01	1.535094570e-01
1.941564400e+09	1.576376645e-01	1.551332292e-01
1.941564550e+09	1.564434853e-01	1.549482569e-01
1.941564700e+09	1.557532219e-01	1.533756555e-01
1.941564850e+09	1.545332441e-01	1.516787774e-01
1.941565000e+09	1.555515748e-01	1.521058794e-01
1.941565150e+09	1.556145978e-01	1.513510753e-01
1.941565300e+09	1.577979215e-01	1.535493394e-01
1.941565450e+09	1.565425911e-01	1.535969253e-01
1.941565600e+09	1.576719120e-01	1.527349080e-01
1.941565750e+09	1.564461017e-01	1.538845664e-01
1.941565900e+09	1.559586911e-01	1.555491303e-01
1.941566050e+09	1.566412723e-01	1.530838248e-01
1.941566200e+09	1.553236043e-01	1.534244850e-01
1.941566350e+09	1.560603116e-01	1.512124439e-01
1.941566500e+09	1.576215111e-01	1.539743217e-01
1.941566650e+09	1.562586061e-01	1.524920877e-01
1.941566800e+09	1.564631842e-01	1.530072374e-01
1.941566950e+09	1.561006003e-01	1.519364384e-01
1.941567100e+09	1.564157126e-01	1.536216104e-01
1.941567250e+09	1.572665206e-01	1.535479205e-01
1.941567400e+09	1.567664691e-01	1.521026079e-01
1.941567550e+09	1.569989535e-01	1.520175739e-01
1.941567700e+09	1.566237067e-01	1.537449943e-01
1.941567850e+09	1.569978132e-01	1.509982518e-01
1.941568000e+09	1.559584620e-01	1.532419493e-01
1.941568150e+09	1.564853046e-01	1.529416146e-01
1.941568300e+09	1.565088613e-01	1.519919276e-01
1.941568450e+09	1.563369319e-01	1.515878303e-01
1.941568600e+09	1.572153869e-01	1.516777373e-01
1.941568750e+09	1.573941308e-01	1.526518257e-01
1.941568900e+09	1.574818229e-01	1.519688767e-01
1.941569050e+09	1.566166449e-01	1.521068670e-01
1.941569200e+09	1.572810796e-01	1.506651356e-01
1.941569350e+09	1.542830240e-01	1.529950978e-01
1.941569500e+09	1.582976785e-01	1.535763728e-01
1.941569650e+09	1.575379735e-01	1.499399714e-01
1.941569800e+09	1.560365719e-01	1.510133190e-01
1.941569950e+09	1.564653536e-01	1.532391813e-01
1.941570100e+09	1.568292858e-01	1.512169550e-01
1.941570250e+09	1.586574659e-01	1.511751592e-01
1.941570400e+09	1.568581607e-01	1.505223953e-01
1.941570550e+09	1.585670513e-01	1.498935487e-01
1.941570700e+09	1.587393412e-01	1.500299187e-01
1.941570850e+09	1.578674550e-01	1.523332873e-01
1.941571000e+09	1.584430848e-01	1.514723593e-01
1.941571150e+09	1.563277487e-01	1.506015480e-01
1.941571300e+09	1.569670229e-01	1.512651247e-01
1.941571450e+09	1.566425405e-01	1.505085305e-01
1.941571600e+09	1.565680761e-01	1.503926200e-01
1.941571750e+09	1.563487893e-01	1.498490517e-01
1.941571900e+09	1.579703153e-01	1.529923599e-01
1.941572050e+09	1.573829247e-01	1.518399904e-01
1.941572200e+09	1.567887043e-01	1.516535225e-01
1.941572350e+09	1.572263080e-01	1.519540525e-01
1.941572500e+09	1.581011520e-01	1.523245438e-01
1.941572650e+09	1.577399027e-01	1.517933533e-01
1.941572800e+09	1.579386909e-01	1.501032076e-01
1.941572950e+09	1.571318112e-01	1.500995501e-01
1.941573100e+09	1.567284546e-01	1.474725423e-01
1.941573250e+09	1.559796437e-01	1.508246258e-01
1.941573400e+09	1.575929232e-01	1.485783169e-01
1.941573550e+09	1.587469987e-01	1.510852437e-01
1.941573700e+09	1.579826577e-01	1.495017869e-01
1.941573850e+09	1.580454769e-01	1.504474609e-01
1.941574000e+09	1.585402067e-01	1.501253971e-01
1.941574150e+09	1.582544047e-01	1.508889266e-01
1.941574300e+09	1.573657654e-01	1.515613731e-01
1.941574450e+09	1.554313295e-01	1.505097897e-01
1.941574600e+09	1.573654107e-01	1.486252888e-01
1.941574750e+09	1.578843141e-01	1.524500243e-01
1.941574900e+09	1.583444954e-01	1.492365236e-01
1.941575050e+09	1.569390612e-01	1.511652587e-01
1.941575200e+09	1.569335513e-01	1.513075786e-01
1.941575350e+09	1.578566405e-01	1.493653891e-01
1.941575500e+09	1.585343905e-01	1.507450949e-01
1.941575650e+09	1.582133036e-01	1.498496931e-01
1.941575800e+09	1.562447910e-01	1.511073579e-01
1.941575950e+09	1.575892741e-01	1.491283965e-01
1.941576100e+09	1.586557485e-01	1.514811521e-01
1.941576250e+09	1.593737871e-01	1.526936884e-01
1.941576400e+09	1.588371269e-01	1.503064941e-01
1.941576550e+09	1.571124223e-01	1.503846879e-01
1.941576700e+09	1.582463078e-01	1.489924884e-01
1.941576850e+09	1.568884746e-01	1.482267375e-01
1.941577000e+09	1.569367167e-01	1.494415585e-01
1.941577150e+09	1.569510569e-01	1.494565338e-01
1.941577300e+09	1.577259275e-01	1.506877965e-01
1.941577450e+09	1.569031408e-01	1.483415401e-01
1.941577600e+09	1.567718174e-01	1.503313262e-01
1.941577750e+09	1.575397000e-01	1.493753748e-01
1.941577900e+09	1.595998872e-01	1.495609100e-01
1.941578050e+09	1.584343716e-01	1.493685654e-01
1.941578200e+09	1.566456386e-01	1.494086391e-01
1.941578350e+09	1.563315138e-01	1.496872769e-01
1.941578500e+09	1.577399424e-01	1.503440962e-01
1.941578650e+09	1.576116034e-01	1.508076726e-01
1.941578800e+09	1.587156535e-01	1.486596322e-01
1.941578950e+09	1.575179627e-01	1.477910034e-01
1.941579100e+09	1.594339621e-01	1.486285696e-01
1.941579250e+09	1.593039205e-01	1.482421407e-01
1.941579400e+09	1.594589892e-01	1.493788279e-01
1.941579550e+09	1.590067791e-01	1.478800633e-01
1.941579700e+09	1.587954732e-01	1.502098135e-01
1.941579850e+09	1.582816116e-01	1.488494011e-01
1.941580000e+09	1.564106258e-01	1.485812722e-01
1.941580150e+09	1.582457024e-01	1.497668556e-01
1.941580300e+09	1.596365959e-01	1.487815508e-01
1.941580450e+09	1.570597042e-01	1.479052276e-01
1.941580600e+09	1.594952205e-01	1.495373832e-01
1.941580750e+09	1.574832971e-01	1.485099469e-01
1.941580900e+09	1.585791462e-01	1.488099054e-01
1.941581050e+09	1.584516118e-01	1.471877408e-01
1.941581200e+09	1.581492979e-01	1.467217255e-01
1.941581350e+09	1.568893864e-01	1.492177728e-01
1.941581500e+09	1.580862175e-01	1.455182547e-01
1.941581650e+09	1.583314041e-01	1.491667589e-01
1.941581800e+09	1.584469574e-01	1.484054745e-01
1.941581950e+09	1.599588967e-01	1.484934278e-01
1.941582100e+09	1.578897986e-01	1.479372425e-01
1.941582250e+09	1.597761866e-01	1.477924697e-01
1.941582400e+09	1.578821815e-01	1.489811770e-01
1.941582550e+09	1.574090238e-01	1.475211749e-01
1.941582700e+09	1.577193790e-01	1.484164582e-01
1.941582850e+09	1.594113835e-01	1.483815551e-01
1.941583000e+09	1.597700862e-01	1.468479475e-01
1.941583150e+09	1.587800455e-01	1.487661528e-01
1.941583300e+09	1.592002866e-01	1.504220055e-01
1.941583450e+09	1.590344506e-01	1.481587690e-01
1.941583600e+09	1.580973701e-01	1.480152825e-01
1.941583750e+09	1.569869164e-01	1.479368358e-01
1.941583900e+09	1.589483806e-01	1.468123401e-01
1.941584050e+09	1.575409139e-01	1.482103962e-01
1.941584200e+09	1.576396737e-01	1.472962214e-01
1.941584350e+09	1.596701672e-01	1.467423970e-01
1.941584500e+09	1.591600029e-01	1.489834467e-01
1.941584650e+09	1.598745817e-01	1.474459292e-01
1.941584800e+09	1.585997536e-01	1.482754029e-01
1.941584950e+09	1.581467668e-01	1.463235359e-01
1.941585100e+09	1.585846381e-01	1.464394462e-01
1.941585250e+09	1.590535658e-01	1.459169622e-01
1.941585400e+09	1.583984065e-01	1.444999837e-01
1.941585550e+09	1.594543133e-01	1.480025101e-01
1.941585700e+09	1.590838480e-01	1.474292251e-01
1.941585850e+09	1.577251370e-01	1.476422335e-01
1.941586000e+09	1.603590159e-01	1.467473029e-01
1.941586150e+09	1.594454438e-01	1.478451805e-01
1.941586300e+09	1.593196460e-01	1.455300231e-01
1.941586450e+09	1.593503864e-01	1.458564924e-01
1.941586600e+09	1.589317383e-01	1.480783162e-01
1.941586750e+09	1.587555929e-01	1.478271558e-01
1.941586900e+09	1.590720599e-01	1.448058878e-01
1.941587050e+09	1.590780770e-01	1.475819459e-01
1.941587200e+09	1.585211098e-01	1.475002263e-01
1.941587350e+09	1.581158450e-01	1.448770163e-01
1.941587500e+09	1.596935574e-01	1.468723320e-01
1.941587650e+09	1.596315069e-01	1.460287626e-01
1.941587800e+09	1.587059269e-01	1.459450124e-01
1.941587950e+09	1.599133985e-01	1.458089799e-01
1.941588100e+09	1.599991934e-01	1.468379705e-01
1.941588250e+09	1.603951815e-01	1.453738995e-01
1.941588400e+09	1.601024773e-01	1.459316252e-01
1.941588550e+09	1.605056842e-01	1.450984654e-01
1.941588700e+09	1.588839078e-01	1.456592191e-01
1.941588850e+09	1.596017709e-01	1.479207536e-01
1.941589000e+09	1.590884568e-01	1.454910672e-01
1.941589150e+09	1.589181663e-01	1.479782504e-01
1.941589300e+09	1.589020073e-01	1.439046500e-01
1.941589450e+09	1.592132262e-01	1.460917707e-01
1.941589600e+09	1.593068868e-01	1.422401894e-01
1.941589750e+09	1.601016009e-01	1.452518808e-01
1.941589900e+09	1.594165624e-01	1.453872819e-01
1.941590050e+09	1.586526163e-01	1.453445753e-01
1.941590200e+09	1.589630977e-01	1.453230756e-01
1.941590350e+09	1.589813427e-01	1.475274615e-01
1.941590500e+09	1.580459380e-01	1.453598312e-01
1.941590650e+09	1.588752966e-01	1.451192654e-01
1.941590800e+09	1.598237268e-01	1.462186850e-01
1.941590950e+09	1.595453983e-01	1.447011222e-01
1.941591100e+09	1.581824907e-01	1.457986209e-01
1.941591250e+09	1.599993074e-01	1.463645989e-01
1.941591400e+09	1.587652746e-01	1.464702133e-01
1.941591550e+09	1.599997641e-01	1.433435592e-01
1.941591700e+09	1.589164163e-01	1.447831816e-01
1.941591850e+09	1.596362121e-01	1.437812784e-01
1.941592000e+09	1.593626297e-01	1.455562781e-01
1.941592150e+09	1.610655577e-01	1.443298339e-01
1.941592300e+09	1.601264235e-01	1.449440972e-01
1.941592450e+09	1.597160467e-01	1.446734504e-01
1.941592600e+09	1.602950285e-01	1.447793013e-01
1.941592750e+09	1.612519077e-01	1.439818011e-01
1.941592900e+09	1.600961566e-01	1.434109394e-01
1.941593050e+09	1.604768672e-01	1.432784437e-01
1.941593200e+09	1.588405051e-01	1.454997105e-01
1.941593350e+09	1.591672866e-01	1.446393743e-01
1.941593500e+09	1.598419751e-01	1.451845787e-01
1.941593650e+09	1.591680823e-01	1.430193927e-01
1.941593800e+09	1.580919021e-01	1.438993230e-01
1.941593950e+09	1.598754231e-01	1.432851913e-01
1.941594100e+09	1.591676694e-01	1.436400124e-01
1.941594250e+09	1.602667845e-01	1.463626011e-01
1.941594400e+09	1.600906739e-01	1.425309951e-01
1.941594550e+09	1.600654938e-01	1.453851223e-01
1.941594700e+09	1.604822333e-01	1.442567764e-01
1.941594850e+09	1.607579171e-01	1.442592333e-01
1.941595000e+09	1.596911021e-01	1.450238779e-01
1.941595150e+09	1.610069205e-01	1.438515370e-01
1.941595300e+09	1.595194480e-01	1.442466308e-01
1.941595450e+09	1.598603061e-01	1.445153799e-01
1.941595600e+09	1.582159722e-01	1.430380449e-01
1.941595750e+09	1.613605738e-01	1.427440618e-01
1.941595900e+09	1.592778847e-01	1.428675924e-01
1.941596050e+09	1.596232017e-01	1.431810874e-01
1.941596200e+09	1.575225068e-01	1.420836380e-01
1.941596350e+09	1.597169027e-01	1.417441097e-01
1.941596500e+09	1.611543838e-01	1.432465395e-01
1.941596650e+09	1.596282461e-01	1.424199563e-01
1.941596800e+09	1.582827016e-01	1.425179475e-01
1.941596950e+09	1.608562059e-01	1.430585231e-01
1.941597100e+09	1.597673244e-01	1.412429444e-01
1.941597250e+09	1.594717475e-01	1.431939751e-01
1.941597400e+09	1.589348156e-01	1.436672184e-01
1.941597550e+09	1.616397913e-01	1.429447135e-01
1.941597700e+09	1.592109037e-01	1.419002341e-01
1.941597850e+09	1.608932894e-01	1.429901859e-01
1.941598000e+09	1.602616121e-01	1.425146513e-01
1.941598150e+09	1.596305503e-01	1.417202989e-01
1.941598300e+09	1.604728648e-01	1.410050404e-01
1.941598450e+09	1.612108340e-01	1.412754034e-01
1.941598600e+09	1.607258258e-01	1.404219561e-01
1.941598750e+09	1.590892021e-01	1.433853224e-01
1.941598900e+09	1.580994161e-01	1.416799308e-01
1.941599050e+09	1.621506638e-01	1.433556862e-01
1.941599200e+09	1.584025031e-01	1.407384755e-01
1.941599350e+09	1.603684421e-01	1.438553511e-01
1.941599500e+09	1.599737179e-01	1.412568696e-01
1.941599650e+09	1.595341588e-01	1.416334919e-01
1.941599800e+09	1.608908433e-01	1.430558985e-01
1.941599950e+09	1.599232839e-01	1.436769745e-01
1.941600100e+09	1.601171407e-01	1.413667392e-01
1.941600250e+09	1.592300882e-01	1.426184505e-01
1.941600400e+09	1.586126360e-01	1.410527652e-01
1.941600550e+09	1.593193276e-01	1.433524783e-01
1.941600700e+09	1.613384850e-01	1.424298715e-01
1.941600850e+09	1.603877705e-01	1.410786059e-01
1.941601000e+09	1.601554307e-01	1.418312161e-01
1.941601150e+09	1.605796496e-01	1.399294768e-01
1.941601300e+09	1.607559691e-01	1.407886826e-01
1.941601450e+09	1.594459199e-01	1.403127036e-01
1.941601600e+09	1.602467485e-01	1.418051479e-01
1.941601750e+09	1.604203714e-01	1.422981777e-01
1.941601900e+09	1.604190466e-01	1.411823310e-01
1.941602050e+09	1.606266147e-01	1.401484906e-01
1.941602200e+09	1.596201521e-01	1.417166224e-01
1.941602350e+09	1.611826865e-01	1.397158353e-01
1.941602500e+09	1.599331406e-01	1.411563642e-01
1.941602650e+09	1.604719872e-01	1.406421050e-01
1.941602800e+09	1.618777293e-01	1.425411246e-01
1.941602950e+09	1.603068622e-01	1.424838074e-01
1.941603100e+09	1.597426581e-01	1.395099855e-01
1.941603250e+09	1.601609502e-01	1.404067426e-01
1.941603400e+09	1.615852443e-01	1.410153364e-01
1.941603550e+09	1.606272957e-01	1.407131422e-01
1.941603700e+09	1.606719506e-01	1.406135817e-01
1.941603850e+09	1.597880311e-01	1.397500744e-01
1.941604000e+09	1.609936897e-01	1.414952915e-01
1.941604150e+09	1.601282460e-01	1.395896517e-01
1.941604300e+09	1.612080901e-01	1.398025413e-01
1.941604450e+09	1.620568951e-01	1.389022016e-01
1.941604600e+09	1.579898376e-01	1.398047659e-01
1.941604750e+09	1.614387593e-01	1.404767682e-01
1.941604900e+09	1.612784660e-01	1.415257687e-01
1.941605050e+09	1.607356209e-01	1.402399311e-01
1.941605200e+09	1.598074737e-01	1.399018813e-01
1.941605350e+09	1.598757360e-01	1.396036203e-01
1.941605500e+09	1.599169356e-01	1.396349757e-01
1.941605650e+09	1.609246462e-01	1.411589302e-01
1.941605800e+09	1.597707009e-01	1.393290382e-01
1.941605950e+09	1.616556344e-01	1.404859184e-01
1.941606100e+09	1.615716540e-01	1.402268650e-01
1.941606250e+09	1.620028811e-01	1.405660445e-01
1.941606400e+09	1.609072382e-01	1.390812147e-01
1.941606550e+09	1.598861730e-01	1.391859624e-01
1.941606700e+09	1.632343328e-01	1.379276510e-01
1.941606850e+09	1.614232336e-01	1.401745700e-01
1.941607000e+09	1.614727849e-01	1.404165136e-01
1.941607150e+09	1.617361683e-01	1.400469987e-01
1.941607300e+09	1.611138731e-01	1.405385574e-01
1.941607450e+09	1.618353384e-01	1.392817450e-01
1.941607600e+09	1.598289955e-01	1.392286393e-01
1.941607750e+09	1.613084841e-01	1.405595412e-01
1.941607900e+09	1.606442413e-01	1.377460988e-01
1.941608050e+09	1.617414441e-01	1.396143465e-01
1.941608200e+09	1.604439746e-01	1.388874402e-01
1.941608350e+09	1.617854872e-01	1.391856527e-01
1.941608500e+09	1.595432634e-01	1.388785274e-01
1.941608650e+09	1.634720325e-01	1.377574928e-01
1.941608800e+09	1.600690629e-01	1.379649540e-01
1.941608950e+09	1.596812133e-01	1.386309660e-01
1.941609100e+09	1.606371664e-01	1.376641217e-01
1.941609250e+09	1.626226842e-01	1.403531773e-01
1.941609400e+09	1.609676798e-01	1.410427344e-01
1.941609550e+09	1.600923519e-01	1.388007570e-01
1.941609700e+09	1.638355182e-01	1.387489959e-01
1.941609850e+09	1.600127301e-01	1.389150611e-01
1.941610000e+09	1.603773979e-01	1.392922946e-01
1.941610150e+09	1.616351635e-01	1.366423870e-01
1.941610300e+09	1.607102110e-01	1.380672032e-01
1.941610450e+09	1.611771688e-01	1.368129322e-01
1.941610600e+09	1.632116265e-01	1.395571626e-01
1.941610750e+09	1.618587608e-01	1.393340415e-01
1.941610900e+09	1.616664978e-01	1.395615688e-01
1.941611050e+09	1.602251726e-01	1.355767106e-01
1.941611200e+09	1.618454441e-01	1.392375779e-01
1.941611350e+09	1.622917403e-01	1.391918441e-01
1.941611500e+09	1.610767958e-01	1.383082865e-01
1.941611650e+09	1.624657941e-01	1.378633196e-01
1.941611800e+09	1.603691244e-01	1.393057688e-01
1.941611950e+09	1.607630578e-01	1.362691487e-01
1.941612100e+09	1.619109111e-01	1.389889785e-01
1.941612250e+09	1.613082129e-01	1.374377029e-01
1.941612400e+09	1.618158365e-01	1.379236117e-01
1.941612550e+09	1.615147983e-01	1.391058422e-01
1.941612700e+09	1.627060500e-01	1.373715157e-01
1.941612850e+09	1.615905218e-01	1.379769445e-01
1.941613000e+09	1.628572816e-01	1.388351118e-01
1.941613150e+09	1.605142179e-01	1.352332530e-01
1.941613300e+09	1.613948629e-01	1.369580284e-01
1.941613450e+09	1.607671222e-01	1.391674706e-01
1.941613600e+09	1.602288008e-01	1.375159670e-01
1.941613750e+09	1.610057197e-01	1.377921785e-01
1.941613900e+09	1.614248907e-01	1.357589192e-01
1.941614050e+09	1.613346896e-01	1.367060768e-01
1.941614200e+09	1.629064278e-01	1.360654866e-01
1.941614350e+09	1.625326608e-01	1.358642605e-01
1.941614500e+09	1.617097037e-01	1.370504073e-01
1.941614650e+09	1.614931056e-01	1.349317101e-01
1.941614800e+09	1.628791956e-01	1.350020472e-01
1.941614950e+09	1.634450332e-01	1.351682281e-01
1.941615100e+09	1.610646531e-01	1.346471706e-01
1.941615250e+09	1.625417753e-01	1.363437147e-01
1.941615400e+09	1.606766179e-01	1.363569708e-01
1.941615550e+09	1.626334396e-01	1.383498355e-01
1.941615700e+09	1.618259409e-01	1.343424347e-01
1.941615850e+09	1.624540426e-01	1.371895586e-01
1.941616000e+09	1.603204066e-01	1.362193828e-01
1.941616150e+09	1.614637888e-01	1.364124620e-01
1.941616300e+09	1.605784643e-01	1.381464009e-01
1.941616450e+09	1.624690528e-01	1.352919202e-01
1.941616600e+09	1.615088620e-01	1.362599869e-01
1.941616750e+09	1.623382290e-01	1.369231079e-01
1.941616900e+09	1.641252692e-01	1.372562420e-01
1.941617050e+09	1.630417418e-01	1.358202208e-01
1.941617200e+09	1.626176337e-01	1.369935094e-01
1.941617350e+09	1.615811290e-01	1.344869338e-01
1.941617500e+09	1.610418106e-01	1.361146165e-01
1.941617650e+09	1.624675597e-01	1.370054269e-01
1.941617800e+09	1.623075157e-01	1.354120743e-01
1.941617950e+09	1.632570388e-01	1.355294078e-01
1.941618100e+09	1.640188524e-01	1.354076443e-01
1.941618250e+09	1.609629288e-01	1.353085774e-01
1.941618400e+09	1.619023606e-01	1.370208620e-01
1.941618550e+09	1.615101388e-01	1.338294134e-01
1.941618700e+09	1.613923749e-01	1.353317460e-01
1.941618850e+09	1.595833569e-01	1.356126161e-01
1.941619000e+09	1.624610582e-01	1.348529804e-01
1.941619150e+09	1.616776926e-01	1.345318452e-01
1.941619300e+09	1.625120259e-01	1.346718523e-01
1.941619450e+09	1.619770436e-01	1.340567741e-01
1.941619600e+09	1.622733198e-01	1.345664487e-01
1.941619750e+09	1.615126497e-01	1.342622018e-01
1.941619900e+09	1.616259664e-01	1.358174816e-01
1.941620050e+09	1.617132189e-01	1.354827901e-01
1.941620200e+09	1.623134042e-01	1.349644917e-01
1.941620350e+09	1.621506911e-01	1.342735380e-01
1.941620500e+09	1.619175946e-01	1.335332819e-01
1.941620650e+09	1.617644793e-01	1.330073703e-01
1.941620800e+09	1.620317825e-01	1.344626796e-01
1.941620950e+09	1.606014163e-01	1.332458269e-01
1.941621100e+09	1.619178556e-01	1.340242676e-01
1.941621250e+09	1.615173289e-01	1.342553629e-01
1.941621400e+09	1.626346646e-01	1.326127136e-01
1.941621550e+09	1.606361293e-01	1.326324924e-01
1.941621700e+09	1.610817263e-01	1.335811918e-01
1.941621850e+09	1.621854209e-01	1.344895971e-01
1.941622000e+09	1.615927740e-01	1.335553602e-01
1.941622150e+09	1.624121582e-01	1.344418254e-01
1.941622300e+09	1.620976304e-01	1.329159725e-01
1.941622450e+09	1.622008812e-01	1.333346015e-01
1.941622600e+09	1.616141221e-01	1.366050441e-01
1.941622750e+09	1.628092377e-01	1.333064153e-01
1.941622900e+09	1.608723096e-01	1.329960748e-01
1.941623050e+09	1.618269680e-01	1.342400958e-01
1.941623200e+09	1.632005599e-01	1.335349836e-01
1.941623350e+09	1.622383803e-01	1.317454623e-01
1.941623500e+09	1.617039705e-01	1.325857165e-01
1.941623650e+09	1.628036056e-01	1.322924400e-01
1.941623800e+09	1.604941613e-01	1.326884511e-01
1.941623950e+09	1.603778511e-01	1.339362605e-01
1.941624100e+09	1.617688063e-01	1.326686621e-01
1.941624250e+09	1.629788635e-01	1.323114810e-01
1.941624400e+09	1.622739694e-01	1.321129965e-01
1.941624550e+09	1.631653427e-01	1.341531124e-01
1.941624700e+09	1.619283022e-01	1.332433250e-01
1.941624850e+09	1.611620815e-01	1.339955928e-01
1.941625000e+09	1.613418007e-01	1.325392882e-01
1.941625150e+09	1.608681344e-01	1.332940476e-01
1.941625300e+09	1.637419119e-01	1.326855934e-01
1.941625450e+09	1.638294962e-01	1.328543440e-01
1.941625600e+09	1.610414339e-01	1.341225914e-01
1.941625750e+09	1.621677093e-01	1.314810508e-01
1.941625900e+09	1.610950625e-01	1.335915773e-01
1.941626050e+09	1.631870829e-01	1.319191768e-01
1.941626200e+09	1.621724009e-01	1.314234047e-01
1.941626350e+09	1.629333278e-01	1.329234942e-01
1.941626500e+09	1.653488976e-01	1.322435563e-01
1.941626650e+09	1.617561590e-01	1.307612861e-01
1.941626800e+09	1.622353543e-01	1.320377886e-01
1.941626950e+09	1.615409230e-01	1.299748659e-01
1.941627100e+09	1.632567588e-01	1.321308733e-01
1.941627250e+09	1.630324982e-01	1.306541959e-01
1.941627400e+09	1.636701289e-01	1.318413379e-01
1.941627550e+09	1.625479490e-01	1.325973072e-01
1.941627700e+09	1.616924261e-01	1.307768933e-01
1.941627850e+09	1.626559678e-01	1.307385539e-01
1.941628000e+09	1.645163595e-01	1.322032349e-01
1.941628150e+09	1.639282200e-01	1.331223770e-01
1.941628300e+09	1.624391486e-01	1.294777294e-01
1.941628450e+09	1.630895767e-01	1.299207984e-01
1.941628600e+09	1.631912769e-01	1.292730992e-01
1.941628750e+09	1.636943299e-01	1.295503922e-01
1.941628900e+09	1.636013312e-01	1.323477662e-01
1.941629050e+09	1.602723409e-01	1.305830991e-01
1.941629200e+09	1.634583417e-01	1.307308079e-01
1.941629350e+09	1.631975937e-01	1.301215240e-01
1.941629500e+09	1.629004886e-01	1.322766887e-01
1.941629650e+09	1.625535098e-01	1.304596716e-01
1.941629800e+09	1.607449860e-01	1.299202899e-01
1.941629950e+09	1.619907583e-01	1.314953836e-01
1.941630100e+09	1.628712790e-01	1.317681000e-01
1.941630250e+09	1.606860311e-01	1.306269123e-01
1.941630400e+09	1.637176638e-01	1.323288825e-01
1.941630550e+09	1.632026747e-01	1.305838578e-01
1.941630700e+09	1.631131337e-01	1.310110622e-01
1.941630850e+09	1.632322479e-01	1.294235541e-01
1.941631000e+09	1.639620491e-01	1.315765663e-01
1.941631150e+09	1.626626349e-01	1.301374353e-01
1.941631300e+09	1.637220078e-01	1.323877873e-01
1.941631450e+09	1.620433009e-01	1.310011491e-01
1.941631600e+09	1.626604225e-01	1.304027416e-01
1.941631750e+09	1.626542373e-01	1.303667623e-01
1.941631900e+09	1.645330251e-01	1.320626060e-01
1.941632050e+09	1.636516426e-01	1.272706584e-01
1.941632200e+09	1.627096753e-01	1.294346977e-01
1.941632350e+09	1.634355078e-01	1.311569726e-01
1.941632500e+09	1.616193886e-01	1.310538090e-01
1.941632650e+09	1.635492989e-01	1.293983220e-01
1.941632800e+09	1.619480660e-01	1.320431517e-01
1.941632950e+09	1.624811684e-01	1.303363832e-01
1.941633100e+09	1.637060282e-01	1.282742394e-01
1.941633250e+09	1.638494948e-01	1.298896644e-01
1.941633400e+09	1.628808754e-01	1.268089080e-01
1.941633550e+09	1.622384701e-01	1.290271163e-01
1.941633700e+09	1.632279929e-01	1.302193660e-01
1.941633850e+09	1.638667021e-01	1.281009087e-01
1.941634000e+09	1.621000828e-01	1.282853617e-01
1.941634150e+09	1.623852723e-01	1.283033931e-01
1.941634300e+09	1.621080195e-01	1.298236590e-01
1.941634450e+09	1.637237533e-01	1.282971175e-01
1.941634600e+09	1.645541320e-01	1.307852828e-01
1.941634750e+09	1.623361382e-01	1.299351063e-01
1.941634900e+09	1.630376857e-01	1.287473192e-01
1.941635050e+09	1.632810553e-01	1.312054530e-01
1.941635200e+09	1.635168317e-01	1.287193633e-01
1.941635350e+09	1.631224009e-01	1.283233700e-01
1.941635500e+09	1.619727929e-01	1.290064403e-01
1.941635650e+09	1.633226302e-01	1.279633300e-01
1.941635800e+09	1.634643735e-01	1.280815772e-01
1.941635950e+09	1.643157223e-01	1.281784564e-01
1.941636100e+09	1.626720688e-01	1.282561881e-01
1.941636250e+09	1.626736101e-01	1.263041867e-01
1.941636400e+09	1.631426087e-01	1.270653199e-01
1.941636550e+09	1.634244641e-01	1.265803112e-01
1.941636700e+09	1.636953943e-01	1.286428855e-01
1.941636850e+09	1.620245598e-01	1.284181274e-01
1.941637000e+09	1.624097571e-01	1.279829647e-01
1.941637150e+09	1.630962415e-01	1.269207003e-01
1.941637300e+09	1.644533563e-01	1.278110121e-01
1.941637450e+09	1.622397915e-01	1.276212765e-01
1.941637600e+09	1.634660773e-01	1.273532661e-01
1.941637750e+09	1.635270007e-01	1.279963103e-01
1.941637900e+09	1.645928735e-01	1.269653092e-01
1.941638050e+09	1.631230750e-01	1.265249601e-01
1.941638200e+09	1.626158187e-01	1.284592833e-01
1.941638350e+09	1.630001481e-01	1.270379106e-01
1.941638500e+09	1.632172600e-01	1.262627133e-01
1.941638650e+09	1.645387200e-01	1.281659464e-01
1.941638800e+09	1.646642381e-01	1.273965088e-01
1.941638950e+09	1.633017237e-01	1.279662270e-01
1.941639100e+09	1.619961442e-01	1.271501478e-01
1.941639250e+09	1.617873387e-01	1.266486058e-01
