# Source ADC	Temp 100.0 mK	PDUT -80.0 dBm
# BW 1.0 Hz	rate 1.0000e+00 MHz	rang (5, 5)
# LER1944	PSG 4.5	PRF -4.0
# AttVDUT 12006210005 30.5 dB	AttVIQ 12201130093 26.75 dB
# LOAtt 4.5 dB	InAtt 12.0 dB	OutAtt 7.1 dB
# LNA 30.0 dB	RTA 80.0 dB	DC 5.0
# Rigol 	ch 3	0.027 W	2.08 V	0.013 A
# Mixer	Name: polyphase	
# CLoss: -1.2	AInvalance: -0.07	IOffset: 0.0003	
# QOffset: 0.0001	PhError: -0.002	
# BBCON	Tbb 10.0 K	Success	P0.003 I1.0 D1.0
#
Freq(Hz) 	 I(V) 	 Q(V)
1.9425299e+09	-3.0703407e-01	-5.9355181e-01
1.9425305e+09	-3.0725937e-01	-5.9350499e-01
1.9425311e+09	-3.0746162e-01	-5.9333703e-01
1.9425317e+09	-3.0789163e-01	-5.9323117e-01
1.9425323e+09	-3.0811118e-01	-5.9343091e-01
1.9425329e+09	-3.0815408e-01	-5.9303629e-01
1.9425335e+09	-3.0866186e-01	-5.9279537e-01
1.9425341e+09	-3.0906349e-01	-5.9264201e-01
1.9425347e+09	-3.0929618e-01	-5.9247521e-01
1.9425353e+09	-3.0940656e-01	-5.9282950e-01
1.9425359e+09	-3.0962435e-01	-5.9231902e-01
1.9425365e+09	-3.1017383e-01	-5.9238202e-01
1.9425371e+09	-3.1027462e-01	-5.9243180e-01
1.9425377e+09	-3.1054568e-01	-5.9197403e-01
1.9425383e+09	-3.1062514e-01	-5.9238950e-01
1.9425389e+09	-3.1095701e-01	-5.9185638e-01
1.9425395e+09	-3.1164730e-01	-5.9155940e-01
1.9425401e+09	-3.1146970e-01	-5.9195418e-01
1.9425407e+09	-3.1200989e-01	-5.9157058e-01
1.9425413e+09	-3.1200533e-01	-5.9147456e-01
1.9425419e+09	-3.1265434e-01	-5.9100239e-01
1.9425425e+09	-3.1286847e-01	-5.9108266e-01
1.9425431e+09	-3.1309917e-01	-5.9097936e-01
1.9425437e+09	-3.1338785e-01	-5.9118663e-01
1.9425443e+09	-3.1361659e-01	-5.9087586e-01
1.9425449e+09	-3.1408829e-01	-5.9062074e-01
1.9425455e+09	-3.1416943e-01	-5.9036267e-01
1.9425461e+09	-3.1484490e-01	-5.9033897e-01
1.9425467e+09	-3.1482856e-01	-5.9040550e-01
1.9425473e+09	-3.1482022e-01	-5.9048925e-01
1.9425479e+09	-3.1499461e-01	-5.9067072e-01
1.9425485e+09	-3.1558832e-01	-5.9024727e-01
1.9425491e+09	-3.1577527e-01	-5.9002141e-01
1.9425497e+09	-3.1592247e-01	-5.8999252e-01
1.9425503e+09	-3.1643626e-01	-5.8964807e-01
1.9425509e+09	-3.1642678e-01	-5.8954183e-01
1.9425515e+09	-3.1695505e-01	-5.8958081e-01
1.9425521e+09	-3.1699251e-01	-5.8953702e-01
1.9425527e+09	-3.1733174e-01	-5.8948006e-01
1.9425533e+09	-3.1748689e-01	-5.8936218e-01
1.9425539e+09	-3.1821067e-01	-5.8896168e-01
1.9425545e+09	-3.1802394e-01	-5.8921508e-01
1.9425551e+09	-3.1838298e-01	-5.8886449e-01
1.9425557e+09	-3.1873013e-01	-5.8873678e-01
1.9425563e+09	-3.1903464e-01	-5.8857620e-01
1.9425569e+09	-3.1910643e-01	-5.8856924e-01
1.9425575e+09	-3.1941186e-01	-5.8842658e-01
1.9425581e+09	-3.1962442e-01	-5.8868484e-01
1.9425587e+09	-3.1999853e-01	-5.8810844e-01
1.9425593e+09	-3.2056495e-01	-5.8794828e-01
1.9425599e+09	-3.2037020e-01	-5.8820332e-01
1.9425605e+09	-3.2072180e-01	-5.8797622e-01
1.9425611e+09	-3.2111180e-01	-5.8783372e-01
1.9425617e+09	-3.2137789e-01	-5.8763971e-01
1.9425623e+09	-3.2159121e-01	-5.8746858e-01
1.9425629e+09	-3.2194471e-01	-5.8745990e-01
1.9425635e+09	-3.2202553e-01	-5.8728958e-01
1.9425641e+09	-3.2258128e-01	-5.8692380e-01
1.9425647e+09	-3.2237928e-01	-5.8739665e-01
1.9425653e+09	-3.2255291e-01	-5.8716086e-01
1.9425659e+09	-3.2301994e-01	-5.8718294e-01
1.9425665e+09	-3.2322013e-01	-5.8703993e-01
1.9425671e+09	-3.2342683e-01	-5.8697775e-01
1.9425677e+09	-3.2385975e-01	-5.8662446e-01
1.9425683e+09	-3.2422919e-01	-5.8623392e-01
1.9425689e+09	-3.2456649e-01	-5.8619134e-01
1.9425695e+09	-3.2470527e-01	-5.8611810e-01
1.9425701e+09	-3.2504234e-01	-5.8614441e-01
1.9425707e+09	-3.2541571e-01	-5.8589004e-01
1.9425713e+09	-3.2538384e-01	-5.8584888e-01
1.9425719e+09	-3.2565195e-01	-5.8578744e-01
1.9425725e+09	-3.2609615e-01	-5.8561506e-01
1.9425731e+09	-3.2621296e-01	-5.8534057e-01
1.9425737e+09	-3.2658384e-01	-5.8519388e-01
1.9425743e+09	-3.2692925e-01	-5.8515615e-01
1.9425749e+09	-3.2716797e-01	-5.8506203e-01
1.9425755e+09	-3.2735958e-01	-5.8493586e-01
1.9425761e+09	-3.2751318e-01	-5.8512032e-01
1.9425767e+09	-3.2760000e-01	-5.8499588e-01
1.9425773e+09	-3.2781312e-01	-5.8495307e-01
1.9425779e+09	-3.2824542e-01	-5.8474132e-01
1.9425785e+09	-3.2843039e-01	-5.8480914e-01
1.9425791e+09	-3.2869076e-01	-5.8470237e-01
1.9425797e+09	-3.2875475e-01	-5.8446018e-01
1.9425803e+09	-3.2922748e-01	-5.8423401e-01
1.9425809e+09	-3.2932944e-01	-5.8432409e-01
1.9425815e+09	-3.2982884e-01	-5.8385911e-01
1.9425821e+09	-3.3038330e-01	-5.8358504e-01
1.9425827e+09	-3.3006718e-01	-5.8395425e-01
1.9425833e+09	-3.3060891e-01	-5.8337810e-01
1.9425839e+09	-3.3077999e-01	-5.8375127e-01
1.9425845e+09	-3.3120400e-01	-5.8323112e-01
1.9425851e+09	-3.3109141e-01	-5.8344976e-01
1.9425857e+09	-3.3174763e-01	-5.8313442e-01
1.9425863e+09	-3.3174057e-01	-5.8308794e-01
1.9425869e+09	-3.3232398e-01	-5.8270527e-01
1.9425875e+09	-3.3214431e-01	-5.8305171e-01
1.9425881e+09	-3.3241268e-01	-5.8276597e-01
1.9425887e+09	-3.3260060e-01	-5.8289069e-01
1.9425893e+09	-3.3282383e-01	-5.8278702e-01
1.9425899e+09	-3.3317853e-01	-5.8240108e-01
1.9425905e+09	-3.3340743e-01	-5.8262989e-01
1.9425911e+09	-3.3375334e-01	-5.8230528e-01
1.9425917e+09	-3.3362877e-01	-5.8228161e-01
1.9425923e+09	-3.3425896e-01	-5.8176093e-01
1.9425929e+09	-3.3443731e-01	-5.8181581e-01
1.9425935e+09	-3.3448099e-01	-5.8173653e-01
1.9425941e+09	-3.3509700e-01	-5.8146268e-01
1.9425947e+09	-3.3514455e-01	-5.8135269e-01
1.9425953e+09	-3.3544519e-01	-5.8158461e-01
1.9425959e+09	-3.3576315e-01	-5.8090752e-01
1.9425965e+09	-3.3603282e-01	-5.8115028e-01
1.9425971e+09	-3.3629006e-01	-5.8083412e-01
1.9425977e+09	-3.3655868e-01	-5.8109353e-01
1.9425983e+09	-3.3678696e-01	-5.8076513e-01
1.9425989e+09	-3.3711128e-01	-5.8068964e-01
1.9425995e+09	-3.3732800e-01	-5.8061150e-01
1.9426001e+09	-3.3738039e-01	-5.8049637e-01
1.9426007e+09	-3.3754870e-01	-5.8039612e-01
1.9426013e+09	-3.3776642e-01	-5.8036887e-01
1.9426019e+09	-3.3811182e-01	-5.7999868e-01
1.9426025e+09	-3.3860586e-01	-5.7959400e-01
1.9426031e+09	-3.3874614e-01	-5.7965590e-01
1.9426037e+09	-3.3888312e-01	-5.7987562e-01
1.9426043e+09	-3.3947183e-01	-5.7942338e-01
1.9426049e+09	-3.3969292e-01	-5.7928480e-01
1.9426055e+09	-3.3953208e-01	-5.7961772e-01
1.9426061e+09	-3.3974697e-01	-5.7971792e-01
1.9426067e+09	-3.4002185e-01	-5.7925265e-01
1.9426073e+09	-3.4040648e-01	-5.7914810e-01
1.9426079e+09	-3.4032582e-01	-5.7918396e-01
1.9426085e+09	-3.4090626e-01	-5.7881216e-01
1.9426091e+09	-3.4122466e-01	-5.7873965e-01
1.9426097e+09	-3.4139213e-01	-5.7825682e-01
1.9426103e+09	-3.4172508e-01	-5.7850785e-01
1.9426109e+09	-3.4190180e-01	-5.7840038e-01
1.9426115e+09	-3.4236917e-01	-5.7816330e-01
1.9426121e+09	-3.4239140e-01	-5.7791530e-01
1.9426127e+09	-3.4266753e-01	-5.7811455e-01
1.9426133e+09	-3.4286798e-01	-5.7785861e-01
1.9426139e+09	-3.4281468e-01	-5.7788234e-01
1.9426145e+09	-3.4316017e-01	-5.7795928e-01
1.9426151e+09	-3.4363888e-01	-5.7758281e-01
1.9426157e+09	-3.4377974e-01	-5.7761857e-01
1.9426163e+09	-3.4391930e-01	-5.7745500e-01
1.9426169e+09	-3.4442856e-01	-5.7681232e-01
1.9426175e+09	-3.4441609e-01	-5.7708844e-01
1.9426181e+09	-3.4480912e-01	-5.7702374e-01
1.9426187e+09	-3.4523075e-01	-5.7650273e-01
1.9426193e+09	-3.4520197e-01	-5.7671119e-01
1.9426199e+09	-3.4566625e-01	-5.7633762e-01
1.9426205e+09	-3.4578679e-01	-5.7670504e-01
1.9426211e+09	-3.4587646e-01	-5.7618731e-01
1.9426217e+09	-3.4648081e-01	-5.7587072e-01
1.9426223e+09	-3.4641966e-01	-5.7627443e-01
1.9426229e+09	-3.4664945e-01	-5.7620572e-01
1.9426235e+09	-3.4697099e-01	-5.7598012e-01
1.9426241e+09	-3.4700867e-01	-5.7602374e-01
1.9426247e+09	-3.4714217e-01	-5.7589936e-01
1.9426253e+09	-3.4762512e-01	-5.7551990e-01
1.9426259e+09	-3.4794466e-01	-5.7514795e-01
1.9426265e+09	-3.4822527e-01	-5.7529355e-01
1.9426271e+09	-3.4813760e-01	-5.7522021e-01
1.9426277e+09	-3.4869824e-01	-5.7497326e-01
1.9426283e+09	-3.4883885e-01	-5.7497238e-01
1.9426289e+09	-3.4887620e-01	-5.7519607e-01
1.9426295e+09	-3.4917097e-01	-5.7468618e-01
1.9426301e+09	-3.4978279e-01	-5.7441404e-01
1.9426307e+09	-3.4955857e-01	-5.7467274e-01
1.9426313e+09	-3.5025348e-01	-5.7414482e-01
1.9426319e+09	-3.5014941e-01	-5.7417141e-01
1.9426325e+09	-3.5041059e-01	-5.7415588e-01
1.9426331e+09	-3.5078443e-01	-5.7375627e-01
1.9426337e+09	-3.5066458e-01	-5.7376417e-01
1.9426343e+09	-3.5117289e-01	-5.7378629e-01
1.9426349e+09	-3.5168545e-01	-5.7325614e-01
1.9426355e+09	-3.5185066e-01	-5.7318897e-01
1.9426361e+09	-3.5201138e-01	-5.7317368e-01
1.9426367e+09	-3.5213873e-01	-5.7308582e-01
1.9426373e+09	-3.5231460e-01	-5.7294734e-01
1.9426379e+09	-3.5242849e-01	-5.7296789e-01
1.9426385e+09	-3.5297496e-01	-5.7248520e-01
1.9426391e+09	-3.5321585e-01	-5.7232436e-01
1.9426397e+09	-3.5356940e-01	-5.7251318e-01
1.9426403e+09	-3.5380508e-01	-5.7211818e-01
1.9426409e+09	-3.5404396e-01	-5.7212477e-01
1.9426415e+09	-3.5387588e-01	-5.7223259e-01
1.9426421e+09	-3.5402983e-01	-5.7242304e-01
1.9426427e+09	-3.5452781e-01	-5.7218259e-01
1.9426433e+09	-3.5446344e-01	-5.7216987e-01
1.9426439e+09	-3.5491376e-01	-5.7169142e-01
1.9426445e+09	-3.5510022e-01	-5.7177564e-01
1.9426451e+09	-3.5549608e-01	-5.7123068e-01
1.9426457e+09	-3.5519291e-01	-5.7166405e-01
1.9426463e+09	-3.5575972e-01	-5.7139140e-01
1.9426469e+09	-3.5632398e-01	-5.7089294e-01
1.9426475e+09	-3.5623136e-01	-5.7113976e-01
1.9426481e+09	-3.5636807e-01	-5.7083405e-01
1.9426487e+09	-3.5656613e-01	-5.7098873e-01
1.9426493e+09	-3.5676982e-01	-5.7093975e-01
1.9426499e+09	-3.5722665e-01	-5.7034365e-01
1.9426505e+09	-3.5732238e-01	-5.7057814e-01
1.9426511e+09	-3.5778654e-01	-5.7015573e-01
1.9426517e+09	-3.5797647e-01	-5.6993020e-01
1.9426523e+09	-3.5813567e-01	-5.6991121e-01
1.9426529e+09	-3.5826036e-01	-5.7017052e-01
1.9426535e+09	-3.5840840e-01	-5.7025982e-01
1.9426541e+09	-3.5895558e-01	-5.6936181e-01
1.9426547e+09	-3.5916589e-01	-5.6952594e-01
1.9426553e+09	-3.5915231e-01	-5.6963230e-01
1.9426559e+09	-3.5951461e-01	-5.6926226e-01
1.9426565e+09	-3.5992227e-01	-5.6885645e-01
1.9426571e+09	-3.5986617e-01	-5.6901475e-01
1.9426577e+09	-3.6020102e-01	-5.6901391e-01
1.9426583e+09	-3.6026919e-01	-5.6857118e-01
1.9426589e+09	-3.6074797e-01	-5.6863522e-01
1.9426595e+09	-3.6100536e-01	-5.6819555e-01
1.9426601e+09	-3.6133326e-01	-5.6805107e-01
1.9426607e+09	-3.6108200e-01	-5.6863454e-01
1.9426613e+09	-3.6169528e-01	-5.6796797e-01
1.9426619e+09	-3.6169767e-01	-5.6818503e-01
1.9426625e+09	-3.6190434e-01	-5.6818834e-01
1.9426631e+09	-3.6222760e-01	-5.6789765e-01
1.9426637e+09	-3.6227726e-01	-5.6782286e-01
1.9426643e+09	-3.6271205e-01	-5.6755589e-01
1.9426649e+09	-3.6290263e-01	-5.6726614e-01
1.9426655e+09	-3.6310378e-01	-5.6736547e-01
1.9426661e+09	-3.6342988e-01	-5.6695791e-01
1.9426667e+09	-3.6362762e-01	-5.6705762e-01
1.9426673e+09	-3.6398229e-01	-5.6691766e-01
1.9426679e+09	-3.6412897e-01	-5.6702700e-01
1.9426685e+09	-3.6436790e-01	-5.6641107e-01
1.9426691e+09	-3.6465005e-01	-5.6659252e-01
1.9426697e+09	-3.6481134e-01	-5.6619435e-01
1.9426703e+09	-3.6462082e-01	-5.6661953e-01
1.9426709e+09	-3.6505349e-01	-5.6631081e-01
1.9426715e+09	-3.6553834e-01	-5.6621593e-01
1.9426721e+09	-3.6567104e-01	-5.6576858e-01
1.9426727e+09	-3.6558412e-01	-5.6620426e-01
1.9426733e+09	-3.6616725e-01	-5.6563938e-01
1.9426739e+09	-3.6629460e-01	-5.6550045e-01
1.9426745e+09	-3.6639290e-01	-5.6568776e-01
1.9426751e+09	-3.6696633e-01	-5.6514457e-01
1.9426757e+09	-3.6672425e-01	-5.6558501e-01
1.9426763e+09	-3.6736111e-01	-5.6496676e-01
1.9426769e+09	-3.6722856e-01	-5.6483042e-01
1.9426775e+09	-3.6760970e-01	-5.6489219e-01
1.9426781e+09	-3.6768416e-01	-5.6489108e-01
1.9426787e+09	-3.6797519e-01	-5.6490002e-01
1.9426793e+09	-3.6801001e-01	-5.6469303e-01
1.9426799e+09	-3.6838491e-01	-5.6455031e-01
1.9426805e+09	-3.6878507e-01	-5.6399034e-01
1.9426811e+09	-3.6862924e-01	-5.6428835e-01
1.9426817e+09	-3.6941383e-01	-5.6398382e-01
1.9426823e+09	-3.6948856e-01	-5.6370789e-01
1.9426829e+09	-3.6953944e-01	-5.6397656e-01
1.9426835e+09	-3.6964787e-01	-5.6381221e-01
1.9426841e+09	-3.6986649e-01	-5.6365720e-01
1.9426847e+09	-3.7034861e-01	-5.6303477e-01
1.9426853e+09	-3.7014089e-01	-5.6354667e-01
1.9426859e+09	-3.7067168e-01	-5.6315681e-01
1.9426865e+09	-3.7077053e-01	-5.6310774e-01
1.9426871e+09	-3.7108178e-01	-5.6280212e-01
1.9426877e+09	-3.7131411e-01	-5.6250456e-01
1.9426883e+09	-3.7165519e-01	-5.6241037e-01
1.9426889e+09	-3.7196817e-01	-5.6205416e-01
1.9426895e+09	-3.7179758e-01	-5.6229508e-01
1.9426901e+09	-3.7210691e-01	-5.6214503e-01
1.9426907e+09	-3.7236657e-01	-5.6200705e-01
1.9426913e+09	-3.7258662e-01	-5.6182058e-01
1.9426919e+09	-3.7264505e-01	-5.6183132e-01
1.9426925e+09	-3.7303116e-01	-5.6164005e-01
1.9426931e+09	-3.7325319e-01	-5.6160322e-01
1.9426937e+09	-3.7363693e-01	-5.6111623e-01
1.9426943e+09	-3.7392660e-01	-5.6100548e-01
1.9426949e+09	-3.7392995e-01	-5.6090574e-01
1.9426955e+09	-3.7402436e-01	-5.6105706e-01
1.9426961e+09	-3.7443606e-01	-5.6071418e-01
1.9426967e+09	-3.7467332e-01	-5.6099552e-01
1.9426973e+09	-3.7467666e-01	-5.6105721e-01
1.9426979e+09	-3.7521729e-01	-5.6016868e-01
1.9426985e+09	-3.7528372e-01	-5.6064885e-01
1.9426991e+09	-3.7543192e-01	-5.6036712e-01
1.9426997e+09	-3.7556079e-01	-5.6026055e-01
1.9427003e+09	-3.7563942e-01	-5.6024769e-01
1.9427009e+09	-3.7604652e-01	-5.5993466e-01
1.9427015e+09	-3.7616959e-01	-5.5974932e-01
1.9427021e+09	-3.7664560e-01	-5.5963379e-01
1.9427027e+09	-3.7669278e-01	-5.5969925e-01
1.9427033e+09	-3.7680725e-01	-5.5949739e-01
1.9427039e+09	-3.7718633e-01	-5.5926212e-01
1.9427045e+09	-3.7733107e-01	-5.5910188e-01
1.9427051e+09	-3.7730870e-01	-5.5931660e-01
1.9427057e+09	-3.7794493e-01	-5.5878841e-01
1.9427063e+09	-3.7804749e-01	-5.5889643e-01
1.9427069e+09	-3.7832324e-01	-5.5823448e-01
1.9427075e+09	-3.7845626e-01	-5.5849895e-01
1.9427081e+09	-3.7854989e-01	-5.5836758e-01
1.9427087e+09	-3.7895441e-01	-5.5832183e-01
1.9427093e+09	-3.7927409e-01	-5.5805659e-01
1.9427099e+09	-3.7939256e-01	-5.5798137e-01
1.9427105e+09	-3.7963516e-01	-5.5776565e-01
1.9427111e+09	-3.7980021e-01	-5.5760484e-01
1.9427117e+09	-3.7987034e-01	-5.5764847e-01
1.9427123e+09	-3.8018096e-01	-5.5775834e-01
1.9427129e+09	-3.8043705e-01	-5.5708403e-01
1.9427135e+09	-3.8050802e-01	-5.5730885e-01
1.9427141e+09	-3.8057581e-01	-5.5732199e-01
1.9427147e+09	-3.8073638e-01	-5.5705400e-01
1.9427153e+09	-3.8147297e-01	-5.5658849e-01
1.9427159e+09	-3.8152492e-01	-5.5660346e-01
1.9427165e+09	-3.8165301e-01	-5.5668516e-01
1.9427171e+09	-3.8180348e-01	-5.5630885e-01
1.9427177e+09	-3.8214541e-01	-5.5623499e-01
1.9427183e+09	-3.8205535e-01	-5.5673671e-01
1.9427189e+09	-3.8245995e-01	-5.5587481e-01
1.9427195e+09	-3.8274556e-01	-5.5610129e-01
1.9427201e+09	-3.8296065e-01	-5.5594156e-01
1.9427207e+09	-3.8334879e-01	-5.5514226e-01
1.9427213e+09	-3.8317315e-01	-5.5579016e-01
1.9427219e+09	-3.8361987e-01	-5.5540420e-01
1.9427225e+09	-3.8354548e-01	-5.5546976e-01
1.9427231e+09	-3.8396284e-01	-5.5518091e-01
1.9427237e+09	-3.8424500e-01	-5.5481531e-01
1.9427243e+09	-3.8466889e-01	-5.5471419e-01
1.9427249e+09	-3.8463910e-01	-5.5475070e-01
1.9427255e+09	-3.8485819e-01	-5.5460724e-01
1.9427261e+09	-3.8471928e-01	-5.5497048e-01
1.9427267e+09	-3.8506598e-01	-5.5452780e-01
1.9427273e+09	-3.8516804e-01	-5.5444529e-01
1.9427279e+09	-3.8561673e-01	-5.5410246e-01
1.9427285e+09	-3.8562074e-01	-5.5401035e-01
1.9427291e+09	-3.8604091e-01	-5.5384903e-01
1.9427297e+09	-3.8609286e-01	-5.5409208e-01
1.9427303e+09	-3.8650515e-01	-5.5341425e-01
1.9427309e+09	-3.8661751e-01	-5.5354283e-01
1.9427315e+09	-3.8698349e-01	-5.5333565e-01
1.9427321e+09	-3.8706417e-01	-5.5318306e-01
1.9427327e+09	-3.8717249e-01	-5.5310097e-01
1.9427333e+09	-3.8763959e-01	-5.5293277e-01
1.9427339e+09	-3.8740241e-01	-5.5313715e-01
1.9427345e+09	-3.8812523e-01	-5.5236741e-01
1.9427351e+09	-3.8783455e-01	-5.5302367e-01
1.9427357e+09	-3.8812700e-01	-5.5288689e-01
1.9427363e+09	-3.8878597e-01	-5.5216203e-01
1.9427369e+09	-3.8857348e-01	-5.5220664e-01
1.9427375e+09	-3.8912758e-01	-5.5202810e-01
1.9427381e+09	-3.8912523e-01	-5.5199117e-01
1.9427387e+09	-3.8944625e-01	-5.5173315e-01
1.9427393e+09	-3.8954404e-01	-5.5165277e-01
1.9427399e+09	-3.8988381e-01	-5.5139907e-01
1.9427405e+09	-3.8985177e-01	-5.5134813e-01
1.9427411e+09	-3.9010962e-01	-5.5144961e-01
1.9427417e+09	-3.9041439e-01	-5.5106783e-01
1.9427423e+09	-3.9067831e-01	-5.5104444e-01
1.9427429e+09	-3.9076934e-01	-5.5102225e-01
1.9427435e+09	-3.9088051e-01	-5.5106536e-01
1.9427441e+09	-3.9132017e-01	-5.5059344e-01
1.9427447e+09	-3.9134528e-01	-5.5060533e-01
1.9427453e+09	-3.9174784e-01	-5.5009105e-01
1.9427459e+09	-3.9185467e-01	-5.5050412e-01
1.9427465e+09	-3.9212106e-01	-5.4974349e-01
1.9427471e+09	-3.9208194e-01	-5.5008221e-01
1.9427477e+09	-3.9225083e-01	-5.4984894e-01
1.9427483e+09	-3.9252024e-01	-5.4995677e-01
1.9427489e+09	-3.9290542e-01	-5.4925360e-01
1.9427495e+09	-3.9291055e-01	-5.4974099e-01
1.9427501e+09	-3.9321889e-01	-5.4922747e-01
1.9427507e+09	-3.9344020e-01	-5.4933132e-01
1.9427513e+09	-3.9354740e-01	-5.4911425e-01
1.9427519e+09	-3.9385674e-01	-5.4901987e-01
1.9427525e+09	-3.9417485e-01	-5.4871488e-01
1.9427531e+09	-3.9407388e-01	-5.4880871e-01
1.9427537e+09	-3.9439882e-01	-5.4872413e-01
1.9427543e+09	-3.9474882e-01	-5.4813606e-01
1.9427549e+09	-3.9483125e-01	-5.4816268e-01
1.9427555e+09	-3.9509429e-01	-5.4810174e-01
1.9427561e+09	-3.9522428e-01	-5.4778129e-01
1.9427567e+09	-3.9538524e-01	-5.4784224e-01
1.9427573e+09	-3.9568767e-01	-5.4761165e-01
1.9427579e+09	-3.9576736e-01	-5.4774561e-01
1.9427585e+09	-3.9591281e-01	-5.4772226e-01
1.9427591e+09	-3.9617196e-01	-5.4745381e-01
1.9427597e+09	-3.9638989e-01	-5.4762993e-01
1.9427603e+09	-3.9660983e-01	-5.4700350e-01
1.9427609e+09	-3.9689855e-01	-5.4705138e-01
1.9427615e+09	-3.9699952e-01	-5.4691892e-01
1.9427621e+09	-3.9710343e-01	-5.4677904e-01
1.9427627e+09	-3.9749319e-01	-5.4666848e-01
1.9427633e+09	-3.9772530e-01	-5.4647081e-01
1.9427639e+09	-3.9786687e-01	-5.4649721e-01
1.9427645e+09	-3.9811117e-01	-5.4617982e-01
1.9427651e+09	-3.9847285e-01	-5.4572269e-01
1.9427657e+09	-3.9828278e-01	-5.4621054e-01
1.9427663e+09	-3.9878317e-01	-5.4580882e-01
1.9427669e+09	-3.9883339e-01	-5.4597184e-01
1.9427675e+09	-3.9894043e-01	-5.4571151e-01
1.9427681e+09	-3.9939401e-01	-5.4506596e-01
1.9427687e+09	-3.9941732e-01	-5.4556102e-01
1.9427693e+09	-3.9969313e-01	-5.4518077e-01
1.9427699e+09	-3.9982320e-01	-5.4510738e-01
1.9427705e+09	-4.0014677e-01	-5.4464371e-01
1.9427711e+09	-4.0019311e-01	-5.4491151e-01
1.9427717e+09	-4.0046754e-01	-5.4458641e-01
1.9427723e+09	-4.0069946e-01	-5.4426385e-01
1.9427729e+09	-4.0083688e-01	-5.4424621e-01
1.9427735e+09	-4.0097316e-01	-5.4421518e-01
1.9427741e+09	-4.0122183e-01	-5.4402655e-01
1.9427747e+09	-4.0132396e-01	-5.4392183e-01
1.9427753e+09	-4.0140651e-01	-5.4381557e-01
1.9427759e+09	-4.0161270e-01	-5.4360880e-01
1.9427765e+09	-4.0201701e-01	-5.4349520e-01
1.9427771e+09	-4.0219651e-01	-5.4345452e-01
1.9427777e+09	-4.0244064e-01	-5.4329350e-01
1.9427783e+09	-4.0257574e-01	-5.4318620e-01
1.9427789e+09	-4.0267178e-01	-5.4335312e-01
1.9427795e+09	-4.0311021e-01	-5.4278517e-01
1.9427801e+09	-4.0329878e-01	-5.4241474e-01
1.9427807e+09	-4.0358483e-01	-5.4246993e-01
1.9427813e+09	-4.0363650e-01	-5.4227614e-01
1.9427819e+09	-4.0390871e-01	-5.4224905e-01
1.9427825e+09	-4.0410147e-01	-5.4208886e-01
1.9427831e+09	-4.0433100e-01	-5.4212232e-01
1.9427837e+09	-4.0452240e-01	-5.4168551e-01
1.9427843e+09	-4.0459309e-01	-5.4201440e-01
1.9427849e+09	-4.0466863e-01	-5.4198663e-01
1.9427855e+09	-4.0498213e-01	-5.4165661e-01
1.9427861e+09	-4.0531905e-01	-5.4138018e-01
1.9427867e+09	-4.0530503e-01	-5.4155983e-01
1.9427873e+09	-4.0562325e-01	-5.4097876e-01
1.9427879e+09	-4.0571721e-01	-5.4114458e-01
1.9427885e+09	-4.0591430e-01	-5.4108020e-01
1.9427891e+09	-4.0626544e-01	-5.4062567e-01
1.9427897e+09	-4.0626326e-01	-5.4082575e-01
1.9427903e+09	-4.0639219e-01	-5.4077434e-01
1.9427909e+09	-4.0663378e-01	-5.4034763e-01
1.9427915e+09	-4.0694367e-01	-5.4020034e-01
1.9427921e+09	-4.0685554e-01	-5.4013897e-01
1.9427927e+09	-4.0732782e-01	-5.3970033e-01
1.9427933e+09	-4.0740824e-01	-5.3989069e-01
1.9427939e+09	-4.0783104e-01	-5.3942157e-01
1.9427945e+09	-4.0789531e-01	-5.3955585e-01
1.9427951e+09	-4.0814252e-01	-5.3907263e-01
1.9427957e+09	-4.0819789e-01	-5.3925861e-01
1.9427963e+09	-4.0851470e-01	-5.3895644e-01
1.9427969e+09	-4.0852084e-01	-5.3909861e-01
1.9427975e+09	-4.0867052e-01	-5.3895556e-01
1.9427981e+09	-4.0894460e-01	-5.3868589e-01
1.9427987e+09	-4.0912484e-01	-5.3855577e-01
1.9427993e+09	-4.0926009e-01	-5.3844827e-01
1.9427999e+09	-4.0972407e-01	-5.3823380e-01
1.9428005e+09	-4.0987131e-01	-5.3825439e-01
1.9428011e+09	-4.0997788e-01	-5.3800620e-01
1.9428017e+09	-4.1009126e-01	-5.3780283e-01
1.9428023e+09	-4.1016229e-01	-5.3792895e-01
1.9428029e+09	-4.1055196e-01	-5.3763312e-01
1.9428035e+09	-4.1056236e-01	-5.3773585e-01
1.9428041e+09	-4.1090007e-01	-5.3718878e-01
1.9428047e+09	-4.1113792e-01	-5.3733355e-01
1.9428053e+09	-4.1126612e-01	-5.3719294e-01
1.9428059e+09	-4.1160518e-01	-5.3693342e-01
1.9428065e+09	-4.1151381e-01	-5.3715393e-01
1.9428071e+09	-4.1178464e-01	-5.3690081e-01
1.9428077e+09	-4.1218072e-01	-5.3664956e-01
1.9428083e+09	-4.1233014e-01	-5.3652223e-01
1.9428089e+09	-4.1240211e-01	-5.3623063e-01
1.9428095e+09	-4.1275462e-01	-5.3608579e-01
1.9428101e+09	-4.1269332e-01	-5.3609411e-01
1.9428107e+09	-4.1319255e-01	-5.3579302e-01
1.9428113e+09	-4.1322552e-01	-5.3562323e-01
